1054019951 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1054020175 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1054089731 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1054176893 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1054265592 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1054510453 0 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1054511202 0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055302346 0 0 6 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055302351 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055302602 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055557673 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055632029 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055716552 0 0 11 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055719638 0 0 12 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055729630 0 0 13 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055801612 0 0 14 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1055924369 0 0 15 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056054575 0 0 16 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056059385 0 0 17 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056060368 0 0 18 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056071609 0 0 19 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056105180 0 0 20 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056250325 0 0 21 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056334959 0 0 22 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056342575 0 0 23 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056397891 0 0 24 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056421202 0 0 25 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056496229 0 0 26 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056496268 0 0 27 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
1056503249 0 0 27 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056504015 0 0 28 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056524601 0 0 29 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056564378 0 0 30 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056564506 0 0 31 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056594492 0 0 32 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056594640 0 0 33 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056668383 0 0 34 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056674843 0 0 35 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056678295 0 0 36 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056678808 0 0 37 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056737217 0 0 38 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056742336 0 0 39 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056745950 0 0 40 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056748555 0 0 41 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1056991149 0 0 42 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1057176538 0 0 43 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
1058828192 0 0 43 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
1058865273 0 0 43 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1058918420 0 0 44 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1059282277 0 0 45 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1059285374 0 0 45 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1059381602 0 0 46 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1059512968 0 0 47 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1059514879 0 0 48 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
1059544430 0 0 49 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
