1237714200 13641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237730054 13669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237730345 13670 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237730886 13673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237731351 13733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237732029 13758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237807708 13758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237807893 13758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237808530 13758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237808596 13758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237816209 13780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237825293 13780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237825344 13781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237833819 13805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237840395 13813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237851818 13852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237890514 13885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237898252 14137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237898305 14174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237900962 14175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237901404 14175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237901623 14175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237904547 14177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237918965 14288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237921215 14546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237927684 14548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237937207 14558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237996042 15687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237996167 15776 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237996198 15814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
